	word	sent1	sent2	mean	annotator1	annotator2	annotator3
247	веер	Она оглянулась, кому передать <b><i>веер</i></b>, и хозяйка, улыбаясь ей, взяла его.	"Ожидая, когда Нюра уйдет, она положила руку на счеты, водила по ним растопыренными пальцами, и слово ""Л-ю-б-а"" разошлось <b><i>веером</i></b>."	1.0	1	1	1
248	веер	Кучер не старый, лет сорока, с рыжей, <b><i>веером</i></b> бородою.	До сих пор вся слышанная ими музыка Торманса принадлежала лишь к красному или желтому <b><i>вееру</i></b> тональностей и мелодий.	1.0	1	1	1
249	веер	"В таких же кружевных мантильях, приколотых дорогими шпильками и ажурными высокими гребнями, с великолепными <b><i>веерами</i></b> из страусовых перьев в руках и в черных кружевных платьях ехали мать и дочь Гуера на ""corido de los toros"" (бой быков)."	Вскоре к ней кто-нибудь подбегал, с привычной бальной поспешностью низко кланялся, она передавала <b><i>веер</i></b> Авиловой и как будто рассеянно, с грацией клала руку ему на плечо и, кружась, скользя на носках, исчезала, терялась в кружащейся толпе, шуме, музыке.	4.0	4	4	4
250	веер	Пролетел, схватил раньше всех <b><i>веер</i></b> и уже несу маркграфине.	Свет фонарика рассеивался бледным желтоватым <b><i>веером</i></b>, не доставая до земли.	2.0	3	1	2
251	веер	Татьяна Павловна тихонько смеялась, прикрывая рот полуразвернутым белым кружевным <b><i>веером</i></b>.	Мвену Масу показалось, что он слышит мелодию-<b><i>веер</i></b> высоких чистых нот, опирающийся на гулкий и мерный ритм низких звуков.	1.0	1	1	1
252	веер	"На стенах японские <b><i>веера</i></b>, кружева, подвесочки, банты, а на лампах: атласные абажуры развевали атласные и бумажные крылья, будто бабочки тропических стран; и казалось, что рой этих бабочек, вдруг слетевши со стен, порасплещется поднебесными крыльями вокруг Софьи Петровны Лихутиной (знакомые офицеры ее называли ангел Пери, вероятно слив два понятия ""Ангел"" и ""Пери"" просто в одно: ангел Пери)."	Надя с силой швырнула от себя пачку рукописей, они разлетелись <b><i>веером</i></b> по полу.	2.0	2	2	2
253	веер	Принадлежности ее наряда дополнялись длинными белыми лайковыми перчатками с кружевной бахромой и <b><i>веером</i></b>, отделанным рубинами и алмазами.	Наше восьмигранное обиталище располагает к беседе: ребята сидят <b><i>веером</i></b> лицом к входу, где около примуса хлопочет дежурный.	1.0	1	1	1
254	веер	Столкинд -- 5 кор. парфюмерии, И. Шестова и Козлова -- 2 кор. шпилек, 13 пар чулок детск., 2 редикюля, 2 гребенки, 2 <b><i>веера</i></b> 2 воротничка, 2 броши, 1 жабо, 2 кошел., 5 кор. воротничков, 3 портмонэ, 2 колье, 2 застежки, 10 пенсне, 3 корсета, 1 ящ. красок, 5 губ. гармоний, 4 куклы, бр.	Отец спохватился и стал обмахивать дочку цветистым бумажным <b><i>веером</i></b>.	4.0	4	4	4
255	веер	В промежутке между двумя танцами королева Ортруда лёгким движением кружевного <b><i>веера</i></b> показала Танкреду место рядом.	Ледяные плиты, местами высотой в два и более человеческих роста, то раскидывались наподобие <b><i>веера</i></b>, то длинными грядами вздыбливались почти вертикально, напоминая остатки срытых крепостных стен, то беспорядочно громоздились огромными грудами, как разрушенные землетрясением здания.	2.6666666666666665	1	4	3
256	веер	Жена ухаживала за Горизонтом с трогательньм, наивным вниманием: вытирала ему лицо платком, обмахивала его <b><i>веером</i></b>, поминутно поправляла ему галстук.	Лучи его дымным <b><i>веером</i></b> валятся сквозь вершины.	1.0	1	1	1
257	веер	-- Как же мы о них можем знать, если они остались в полной тайне -- спросила Дьякова, снова обмахиваясь <b><i>веером</i></b>.	Ее рука приподнята до уровня глаз и повернута ладонью к лицу, а <b><i>веер</i></b> в другой руке полураспущен -- это означает, что героиня плачет.	4.0	4	4	4
258	веер	-- Боязная штучка, ваше благородие, -- говорил вестовой, не зная, куда деть изящный <b><i>веер</i></b> из перьев, которым Нюточке предстояло обмахиваться в кронштадтском собрании.	"Академик А. Н. Веселовский сопоставил исследования, построенные на основе теории ""героев, этих вождей и делателей человечества"" -- в духе идей Карлейля и Эмерсона, -- с парком в стиле XVIII в., в котором ""все аллеи сведены <b><i>веером</i></b> или радиусами к дворцу или какому-нибудь псевдоклассическому памятнику, причем всегда оказывается, что памятник все же не отовсюду виден, либо неудачно освещен, или не таков, чтобы стоять ему на центральной площадке"" [5]."	1.6666666666666667	3	1	1
259	веер	"Наклонившись всем корпусом вперед, Катерина Ивановна бойко пропела первый куплет; ""Моисей"" впился глазами, когда она привычным жестом собрала юбки <b><i>веером</i></b> и принялась канканировать."	-- Нет, -- затряс головой уйгур, -- никакой человек не смеет брать такой шемшир, только батуры, как ты... * * * Два больших шарообразных карагача, <b><i>веером</i></b> расходясь из одного корня, стояли на краю поселка.	3.0	4	2	3
260	веер	В небе <b><i>веером</i></b> раскинуты красные лучи, один из них касается моей груди и, точно жезл Моисея, вызывает к жизни горячий поток мирных чувств: хочется крепко обнять вечернюю землю и говорить ей певучие, большие, никем не сказанные слова.	Днем стоял штиль, ветер не шелохнул ни разу, и перистые облачка долгое время стояли в зените распущенным <b><i>веером</i></b>.	3.6666666666666665	4	3	4
261	веер	Княгиня не отвечала и продолжала обмахиваться <b><i>веером</i></b>.	Сапожников сел на чугунную угловую скамью и развернул <b><i>веером</i></b> глянцевые карты.	1.6666666666666667	3	1	1
262	веер	И какое-то красное, атласное домино все металось по залам, все искало кого-то, протянув вперед свою черную маску, под которой плескался густой <b><i>веер</i></b> из кружев, разумеется, черных же.	Стеббс был невелик ростом, длинноволос; волоса <b><i>веером</i></b> лежали на пыльном воротнике старенького мундира; разорванные штаны, из-под которых едва виднелись рыжие носки башмаков, мели своей бахромой пол.	2.3333333333333335	2	2	3
263	веер	Дамам при входе в зал подносят букеты роз, изящные <b><i>веера</i></b> и флаконы духов.	И только нажал крючок -- напротив в кустах два огонька полыхнули, и пулевой <b><i>веер</i></b> разорвал воздух над его головой, Одно знал Васков в этом бою: не отступать.	3.3333333333333335	2	4	4
264	веер	"Мимочка знает, что она невеста; но она знает также, что она еще молода, что она ""ребенок"", и пока она ""ребенок"", она вальсирует, улыбается и играет <b><i>веером</i></b> и своими невинными глазками."	Серебряные булавки мальков стягивались <b><i>веерами</i></b> к плававшей на воде корке.	1.6666666666666667	1	3	1
265	веер	Директорша берет в театре ложу, и смотрим -- в ее ложе сидит Варенька с этаким <b><i>веером</i></b>, сияющая, счастливая, и рядом с ней Беликов, маленький, скрюченный, точно его из дому клещами вытащили.	-- Навсегда -- хозяйка вздохнула, опустила голову, нервно распахнула и сложила <b><i>веер</i></b>.	4.0	4	4	4
266	веер	Одеты эти дамы шикарно; турнюры, <b><i>веера</i></b>, массивные браслеты.	Рядом со своим прибором, по стародавнему обычаю, лежал <b><i>веер</i></b> и когда изредка бабушка им обмахивалась, то до полной иллюзии создавалась картина прошлого и вовсе не прошлого бабушки, а более далекого -- какой-то Венеции Гольдони или Гоцци.	4.0	4	4	4
267	веер	Это атлетический человек; он лысоват, у него рыжая борода <b><i>веером</i></b>, ярко-синие сонные глаза и тонкий, слегка хриплый, приятный голос.	Каждый день она покупала им мандарины, леденцы, открытки с картинками, бумажные <b><i>веера</i></b>, бусы из раковин и всякую дребедень.	2.3333333333333335	1	4	2
268	веер	"Теперь все эти слова кажутся смешны; но когда щеголиха 1770-х годов из-за своих огромных фижм махала <b><i>веером</i></b> по разным мушкам, которыми высказывалось мучение и радость сердца, иной щеголь, смотря на счастливого соперника, с отчаянием схватывал свой тупей и, совсем не думая смешить, восклицал: ""Она с ним делает куры!""."	Корабельный вертолет отличается компактностью -- для полета и зависания в воздухе он снабжен двумя соосными несущими винтами со складывающимися, как <b><i>веер</i></b>, лопастями, и у него отсутствует винт на хвостовой части фюзеляжа, что делает его удобным для размещения на корабле.	3.0	2	3	4
269	век	Я думал, да и теперь думаю, что естественные науки не только разъяснят нам все тайны окружающей нас природы, облегчат труд человека и сделают его существование лёгким и счастливым, но в конце концов дадут ответ и на те тревожные вопросы, которые так хорошо выражены в одном из стихотворений Гейне: Кто объяснит нам, что -- тайна от <b><i>века</i></b>, В чём состоит существо человека, Как он приходит, куда он идёт, Кто там вверху, над звездами, живёт Оттого-то в первые годы сознательной жизни я бросался от одной естественной науки к другой и снова возвращался к первой.	"Таким образом, историческая борьба азербайджанского народа за свободу, протекавшая в XVI и XVII <b><i>веках</i></b>, нашла свое яркое отражение в опере ""Кер-Оглы""."	2.6666666666666665	4	1	3
270	век	В таком состоянии находилось великое княжение, когда Димитрий Александрович восшел на престол оного, к несчастию подданных и своему, к стыду <b><i>века</i></b> и крови Героя Невского.	Молодой человек легко подошел к подъезду, негромко постучал, а когда Марья Петровна открыла двери, поклонился ей так изящно, что она невольно почувствовала себя даже не в девятнадцатом, а в восемнадцатом <b><i>веке</i></b>.	3.3333333333333335	4	2	4
271	век	Тогда Петр Леонтьевич стал придумывать что-нибудь более подходящее к современному <b><i>веку</i></b> пара и электричества и построил конный утюг для расчистки снежных дорог и заносов.	Хемингуэй, писатель современный своему времени, в противовес всем средним и новым <b><i>векам</i></b>, утверждает физическую любовь как не требующую никаких оправданий.	3.6666666666666665	4	3	4
272	век	Мы, к сожалению, слишком привыкли к умственной анархии последних <b><i>веков</i></b>, и общее разномыслие нас уже не смущает; может быть, пока это разномыслие охватывает лишь верхние классы, оно не представляет крайней опасности и даже имеет некоторые свои выгоды, освобождая творчество, -- но когда разномыслие установится во всей толще народной, произойдет, вероятно, крушение общества.	"Его гедонистическая философия, которая представляет собой упрощенный вариант эпикурейства, рельефно выражена в ""К Каверину"" (1817), ""Добром совете"" (1817-1820) и особенно в ""Стансах Толстому"" (1819): Хотя в юношеских стихах Пушкина ощущается сильное влияние французской ""легкой поэзии"" ХVIII <b><i>века</i></b> и Батюшкова, их насыщенность эротическими и ""вакхическими"" образами, связанными с античной мифологией, свидетельствует о том, что в конечном счете эта гедонистическая философия восходит к древнегреческой анакреонтике с ее культом чувственных наслаждений."	3.6666666666666665	3	4	4
273	век	См. о манихействе книгу XVIII в.	"За спиной этого человека ясно видны звенья длинной цепи (почему-то мне хочется сказать ""византийской""), уходящей в <b><i>века</i></b>."	2.0	2	2	2
274	век	Кто же отстал от <b><i>века</i></b>..	Говоря о средневековых фальсификациях документов, М. Блок отмечает парадокс, заключающийся в том, что из уважения к прошлому в средние <b><i>века</i></b> стремились изобразить его не таким, каково оно было, а таким, каким оно должно было бы быть [30].	3.0	1	4	4
275	век	Пафнутия (оставив для <b><i>веков</i></b> память своей доблести в гербе Боровска), а ляхи наполнили ограду и церковь трупами иноков, стрельцов и жителей монастырских.	Если бы в России, во главе миллионов забитых, темных, совершенно неспособных к самостоятельному строительству, <b><i>веками</i></b> угнетаемых помещиками крестьян, если бы около них не было передового слоя городских рабочих, которые им понятны, близки, которые пользуются их доверием, которому крестьянин поверит, как своему рабочему человеку, если бы не было этой организации, способной сплотить трудящиеся массы и внушить им, разъяснить, убедить их в важности задачи, взять всю буржуазную культуру себе, тогда дело коммунизма было бы безнадежно.	3.3333333333333335	4	3	3
276	век	С половины XIV в. они были подчинены Литве, но, пользуясь выгодами пограничного положения, служили на обе стороны, и Литве и Москве, со своими отчинами.	-- Боже, кто способен руководить детьми двадцатого <b><i>века</i></b>!	4.0	4	4	4
277	век	"Вчера Замысловский разослал депутатам целый список ""ритуальных убийств"", начиная с четвертого <b><i>века</i></b>."	Затем перед нами семьдесят лет, а то и целый <b><i>век</i></b> зрелости, полной энергии, могучего труда и познавания жизни.	2.6666666666666665	3	4	1
278	век	На иностранных картах России XVI и даже XVII <b><i>века</i></b> Селигер еще не обозначен, и в очертаниях, сколько-нибудь подходящих к действительным, озеро это появляется только на картах XVIII <b><i>века</i></b>.	Коперник в XVII в. окончательно доказал, что земля есть шар с двойным вращением, и с этого времени география в полном смысле слова стала наукой.	4.0	4	4	4
279	век	В наш просвещенный <b><i>век</i></b> стыдно было бы доказывать пользу или необходимость арифметики.	В этой части Пруссии осело много наших старообрядцев, бежавших за рубеж от жестоких преследований их в XVIII <b><i>веке</i></b>.	3.0	1	4	4
280	век	Впрочем, как бы то ни было, оно возвратило историческим исследованиям ту важность, которая была совершенно утрачена ими в восьмнадцатом <b><i>веке</i></b>: многие ученые принялись за историю с тайною мыслью -- осмыслить ею настоящее.	"При господстве такой точки зрения история искусства в Италии ""от Чимабуэ"", конечно, становится невозможной, и если фактически в XVII <b><i>веке</i></b> мы встречаем отдельные попытки этого рода, то ни одна из них не имела того широко объемлющего характера, который отличает книгу Вазари."	4.0	4	4	4
281	век	Так как в XVIII и в большей части XIX <b><i>века</i></b> наука о гигиене была очень мало разработана, то, надо думать, продлению жизни способствовали главным образом чистота и комфорт.	-- Петух-то причем <b><i>Веки</i></b> Кирилла Михеича точно покрылись слюной.	1.0	1	1	1
282	век	Уже в XVIII <b><i>веке</i></b> простой писатель мог занимать положение высшее, чем король, и это было сто лет тому назад.	Аналогичным образом православное духовенство встретило и появление кино в конце XIX <b><i>века</i></b>.	4.0	4	4	4
283	век	Здесь спокон <b><i>веку</i></b> вязнут возы, и колеса уходят по ступицу.	Точно так же, при яростном отрицании повествовательной, литературной живописи, первым мастером <b><i>века</i></b> считался литературнейший Пикассо.	2.3333333333333335	4	2	1
284	век	При дворе делают о нем заключение, что это существо произведено целыми <b><i>веками</i></b> с тем, чтобы служить украшением двору, делать честь отечеству своими сочинениями и быть славнейшим министром.	Позднее они оказались, однако, забытыми и были вновь открыты уже в нашем <b><i>веке</i></b>.	4.0	4	4	4
285	век	Обычай, которого самовар составляет ядро и душу, занял место в самой средние нравов нашего <b><i>века</i></b> и привлекает к себе их частицы в целой суточной жизни человека.	Чего ты на своем <b><i>веку</i></b> видал Двор свой да поле.	3.3333333333333335	4	3	3
286	век	Это желание поражает своею странностью: каким образом могли забыть закон XVII в., который точно разрешал этот случай Помещик по Уложению, от истязаний которого умрет крестьянин, сам подвергался смертной казни, а осиротелая семья крестьянина обеспечивалась из имущества убийцы.	Допустим, вы побывали в XV <b><i>веке</i></b> либо в V, а вынырнув в XX, убеждаетесь, что последствия вашего путешествия выглядят уже слишком непривычно.	4.0	4	4	4
287	век	Если да вы оставите нас на прежнем месте, то мы должны за вас <b><i>век</i></b> Богу молить, а если переведете на новое место, то должны целый <b><i>век</i></b> вас проклинать.	За воспаленными опухшими <b><i>веками</i></b> остро блестели глаза, потерявшие цвет.	1.0	1	1	1
288	век	Если так неизменны, так постоянны эпические формы в продолжение многих <b><i>веков</i></b>, если, несмотря на доисторическое их происхождение, они имеют силу и поныне, то, вероятно, они заслуживают нашего полного внимания и могут быть предметом строгого и тщательного изучения.	"Буржуазная педагогика начала XX в., разрываемая на части многочисленными школами и ""новаторами"", бесконечными колебаниями от край, него индивидуализма до бесформенного и нетворческого биологизма, могла казаться революционной наукой, потому что выступала под знаменем борьбы с казенной школьной муштровкой и официальным ханжеством."	4.0	4	4	NaN
289	век	Государственная подать в IX и X <b><i>веке</i></b> состояла у нас более в вещах, нежели в деньгах.	Им казалось, что Тамань так и звалась испокон <b><i>веков</i></b>.	1.3333333333333333	1	1	2
290	век	Казачество в XV в. еще только завязывалось.	Так невежественные массы, на протяжении <b><i>веков</i></b>, во всем мире держатся между страхом вечного проклятия и горения в адовом огне и надеждою на вечные покой и наслаждение в Раю, ключ к Вратам которого вручен священнослужителям Самим Богом.	4.0	4	4	4
291	век	Войдя в избу, напрасно станешь кликать громко: мертвое молчание будет ответом; в редкой избе отзовется болезненным стоном или глухим кашлем старуха, доживающая свой <b><i>век</i></b> на печи, или появится из-за перегородки босой длинноволосый трехлетний ребенок, в одной рубашонке, молча, пристально поглядит на вошедшего и робко спрячется опять.	Но всему наступает конец, и второе десятилетие нашего <b><i>века</i></b> является переходной стадией.	2.6666666666666665	1	3	4
292	век	Он, как видно из его стихотворений, взялся за дело поэта по призванию; он сильно сочувствует вопросам своего времени, страдает всеми недугами <b><i>века</i></b>, болезненно мучится несовершенствами общества и сгорает нетщетно жаждою споспешествовать его совершенствованию и торжеству на земле истины, любви и братства.	Во второй половине прошлого <b><i>века</i></b> рытье колодцев было заменено бурением скважин.	3.6666666666666665	4	4	3
293	век	Состав посадской сохи чрезвычайно разнообразился: в Зарайске, например, в конце XVI в. в соху было положено лучших, зажиточнейших людей по 80 дворов, середних по 100 дворов, а молодчих и убогих по 120 дворов, в Вязьме же в первой половине XVII в. считалось в сохе 40 дворов лучших людей, 80 середних и 100 меньших.	Спору нет -- мы должны быть благодарны Врангелю за то, что он дал нам подышать чистейшим воздухом разбойничьей средиземной республики шестнадцатого <b><i>века</i></b>.	3.0	4	2	NaN
294	век	Здесь можно заметить, что поколения двух близнецов, Татар и Монгол, стали несколько известными становиться только с XI <b><i>века</i></b> по Р. Х. Надобно еще заметить, что хунны претерпели в 92 году конечное поражение от монголов восточной половины, данной Или-ханом в удел сыну его Татару.	В конце XIII <b><i>века</i></b> англичане совершенно обескровили Шотландию, подчинили ее себе и отняли у страны право жить по своим законам, выбирать себе короля и распоряжаться собственными богатствами.	4.0	4	4	4
295	век	Холопство и было древнейшим крепостным состоянием на Руси, установившимся за много <b><i>веков</i></b> до возникновения крепостной неволи крестьян.	Что было под ними Никита Васильевич был рыцарь чести; и тайны своей он не выдал: молчал четверть <b><i>века</i></b>; и мы соблюдем ее: имя и отчество дамы -- секрет; а тем паче фамилия; словом -- прекрасная, честная, светлая личность!	3.6666666666666665	4	4	3
296	век	Через много <b><i>веков</i></b> император византийский Лев, во святом крещении Василий, послал трех мужей взять из Вавилона венец и порфиру царя Навуходоносора.	"-- также требуют пояснения: предмет Байроновой трагедии: дож, почерпнут из ""Истории Венеции средних <b><i>веков</i></b>"", ""Соловей"" назван здесь любовником роз в подражание ""Восточным поэтам"" и т. д.* * Все выписки из ""Мнемозины"", 1824, ч. III, стр. 189-190."	4.0	4	4	4
297	век	Из-за него Кирила Павлыч переведен был в армию тем же чином; служить ему пришлось весь <b><i>век</i></b> в захолустных местечках Царства Польского, на границе.	Каждому дорого на твою яхту кормщиком стать, велика честь, и я бы <b><i>век</i></b> бога молил, коли бы довелось мне с тобой в море выйти, да по совести -- не тягаться мне с Иваном.	3.6666666666666665	3	4	4
298	вызов	Волею-неволею пришлось подчиниться, найдя весьма характерною эту всеобщую тогда заботу о том, чтобы не беспокоить Степана Тарасовича <b><i>вызовом</i></b> к следствию по его же жалобе.	Дня через три после моего <b><i>вызова</i></b> к Литкенсу отца Митрофана выдернули с вещами.	2.6666666666666665	3	1	4
299	вызов	Вы знаете, что суд отказал в <b><i>вызове</i></b> свидетелей, могущих разъяснить факты, внушившие Засулич мысль о выстреле в Трепова.	И уже в этом внутреннем сопротивлении Зубаренко для Анатолия Васильевича был некий упрек и <b><i>вызов</i></b>.	1.0	1	1	1
300	вызов	Вас обвиняют в целом ряде вопиющих нарушений ваших обязанностей, в оправдательном резюме, в потачках этому негодяю Александрову, в <b><i>вызове</i></b> свидетелей, чтобы опозорить Трепова, в позволении публике делать неслыханные скандалы, в раздаче билетов разным нигилистам.	"Екатерина Гельцер, про которую даже заядлые балетоманы умильно говорили, цитируя стихи Игоря Северянина"" -- продолжала делать полные сборы, держала зал в восторге и волнении, и со столь беспомощной грацией склонялась и падала на мускулистые руки молодых корифеев, то Жукова, то Новикова, что <b><i>вызовам</i></b> не было конца."	1.3333333333333333	1	1	2
301	вызов	Он нуждался в помощи и благорасположении, а не в <b><i>вызове</i></b> и посрамлении кого-либо.	"Это -- новый <b><i>вызов</i></b> () советскому правительству!"") Мелодия эмиграции неизбежна в стране, где общественность всегда проигрывала все бои."	2.0	2	3	1
302	вызов	Может статься, вы полагали оскорбительным тоном его по вашему примеру меня увлечь ответить вам <b><i>вызовом</i></b>; но помня правила военной дисциплины, не сделаю подобной глупости, не дам в руки вашего превосходительства оружия, которым вы действительно можете погубить мою служебную будущность, а честь свою сумею защитить более верным способом.	Артамон Муравьев был не что иное, как убийца, изверг без всяких других качеств, кроме дерзкого <b><i>вызова</i></b> на цареубийство.	2.6666666666666665	1	4	3
303	вызов	Доказано, что <b><i>вызов</i></b> самого длинного номера отнимает не более 27 сек., тогда как при нынешней системе <b><i>вызова</i></b> для этого требуется не менее 62 сек., не считая массы неприятностей от перепутывания номеров барышнями, а также от трудностей вывести их из сонного состояния.	"Я согласился -- и еще через полтора месяца получил <b><i>вызов</i></b> к доктору, куда я явился и долго ждал в пустынной приемной; на столе лежали прошлогодние номера Иллюстраций и ""Orientales""* Гюго, которые я от скуки начал читать."	2.0	2	2	2
304	вызов	"Тогда, перед взорами врагов он ""исполняется безвольным порывом"", гордо шлет <b><i>вызов</i></b> судьбе и вонзает жало в собственное тело."	"""Сегодня мой день, мой праздник, -- с некоторым <b><i>вызовом</i></b> в отношении того, что она сама себе его устроила, подумала Тамара Иннокентьевна."	3.6666666666666665	4	3	4
305	вызов	Этот смелый <b><i>вызов</i></b>, брошенный католицизму, наделал, конечно, много шума.	"Просто есть в его стиле некий <b><i>вызов</i></b>: ""А вот как я могу!"""	3.6666666666666665	4	3	4
306	вызов	Ведь, во-первых, ты и Марья Андреевна будете думать не друг о друге в ожидании, положим, <b><i>вызова</i></b> в управление, а уж об управлении, как там решат.	И еще две такие же злые зарубки были на соснах справа и слева от могилы, как <b><i>вызов</i></b> судьбе, как молчаливое обещание вернуться.	1.3333333333333333	1	2	1
307	вызов	-- Что же, например -- Задор и <b><i>вызов</i></b> на борьбу людей, которых не стоит трогать.	Получив <b><i>вызов</i></b>, Люся стала собирать необходимые справки.	3.3333333333333335	3	4	3
308	вызов	"""Чертово добро и зло"", казавшееся случайной фразой в устах чуждого автору героя романа, теперь облеклось в ученую формулу ""по ту сторону добра и зла"" и в таком виде бросает <b><i>вызов</i></b> тысячелетней вере всех живших доселе мудрецов."	За Союз Советских Социалистических Республик За Федеративную Республику Германии о добрососедстве, партнерстве и сотрудничестве между Союзом Советских Социалистических Республик и Федеративной Республикой Германии Союз Советских Социалистических Республик и Федеративная Республика Германии, сознавая свою ответственность за сохранение мира в Европе и во всем мире, желая окончательно подвести черту под прошлым и внести посредством взаимопонимания и примирения весомый вклад в преодоление раздела Европы, убежденные в необходимости строительства новой, объединенной общими ценностями Европы и создания прочного и справедливого европейского мирного устройства, включая стабильные структуры безопасности, убежденные в том, что права человека и основные свободы как часть общеевропейского наследия имеют важное значение и что их уважение является существенной предпосылкой прогресса в деле строительства такого мирного устройства, подтверждая приверженность целям и принципам Устава Организации Объединенных Наций и положениям хельсинкского Заключительного акта от 1 августа 1975 года, а также последующих документов Совещания по безопасности и сотрудничеству в Европе, исполненные решимости продолжать добрые традиции своей многовековой истории, положить в основу своих отношений добрососедство, партнерство и сотрудничество и справиться с историческими <b><i>вызовами</i></b> на пороге третьего тысячелетия, опираясь на фундамент, созданный в предыдущие годы развитием сотрудничества между Союзом Советских Социалистических Республик и Федеративной Республикой Германии, а также Германской Демократической Республикой, исполненные желания развивать и далее углублять плодотворное взаимовыгодное сотрудничество между обоими государствами во всех областях и предать своим отношениям в интересах их народов и мира в Европе новое качество, принимая во внимание подписание договора об окончательном урегулировании в отношении Германии от 1990 года, в котором были урегулированы внешние аспекты строительства немецкого единства, договорились о нижеследующем: Статья 1 Союз Советских Социалистических Республик и Федеративная Республика Германии при развитии своих отношений руководствуются следующими принципами: они взаимно уважают суверенное равенство, территориальную целостность и политическую независимость друг друга.	3.0	1	4	4
