data	avg_judgment_no	kri_full	kri_annotator2,mean_others	kri_annotator1,mean_others	kri_annotator1,annotator2	kri_annotator0,mean_others	kri_annotator0,annotator2	kri_annotator0,annotator1	kri2_full	kri2_annotator1,annotator2	kri2_annotator0,annotator2	kri2_annotator0,annotator1	spr_mean_weighted	spr_mean	spr_annotator2,mean_others	spr_annotator1,mean_others	spr_annotator1,annotator2	spr_annotator0,mean_others	spr_annotator0,annotator2	spr_annotator0,annotator1	ham_mean_weighted	ham_mean	ham_annotator2,mean_others	ham_annotator1,mean_others	ham_annotator1,annotator2	ham_annotator0,mean_others	ham_annotator0,annotator2	ham_annotator0,annotator1	overlap_annotator1,annotator2	overlap_annotator0,annotator2	overlap_annotator0,annotator1	judgments_annotator0	judgments_annotator1	judgments_annotator2	judgments_total	judgment_1.0	judgment_2.0	judgment_3.0	judgment_4.0	judgment_0.0
план	3.0	0.5014076737240579	0.4619420049873345	0.6632558617852735	0.465457706863046	0.6061680363699947	0.3749556737588652	0.6690762746292911	0.550020447622121	0.5120575391821687	0.4609945750406603	0.6925173137032513	0.5088322649538876	0.5088322649538877	0.46464301965395904	0.6809107178639853	0.468837013131889	0.6166009037073126	0.39320505083280577	0.664454730896968	0.5	0.5	nan	nan	0.3666666666666667	nan	0.5	0.6333333333333333	30	30	30	30	30	30	90	35	14	22	19	0
поколение	3.0	0.15132701265548532	0.2748614253019538	0.4771278259455266	0.3587292775079035	0.15723484073392002	-0.09141807757771225	0.16269933184855234	0.45310401875144124	0.5671938669902181	0.35877462263483506	0.44655539115745824	0.1433415127217478	0.1433415127217478	0.3002530085278036	0.4761943280695481	0.36661061250465493	0.15935429611590365	-0.10876942376182958	0.1721833494224181	0.611111111111111	0.611111111111111	nan	nan	0.6333333333333333	nan	0.6333333333333333	0.5666666666666667	30	30	30	30	30	30	90	6	2	15	67	0
половинка	3.0	0.44433606788112767	0.43730618454157155	0.45365858454761765	0.3515231006995283	0.5381295834058939	0.5177460230221977	0.47084241103848934	0.48446483414664887	0.4076521601616089	0.5754829785823742	0.47579489742013004	0.43748550300056754	0.43748550300056754	0.47716491890377233	0.4684758251117908	0.3355861895691692	0.5450735558967051	0.5102266725191278	0.46664364691340576	0.43333333333333335	0.43333333333333335	nan	nan	0.3666666666666667	nan	0.4666666666666667	0.4666666666666667	30	30	30	30	30	30	90	22	14	18	36	0
полоса	3.0	0.43789431082857	0.3655589638718474	0.5392047477744807	0.34503315833103065	0.5401930532478836	0.35984886843114694	0.6166566884651992	0.5299586196534897	0.4634598747339609	0.45798999554456676	0.6769025297448429	0.4313587039577126	0.43135870395771264	0.3561964621331359	0.5484056971926992	0.33056942585296156	0.5631507086281343	0.34990791896869244	0.6135987670514839	0.6666666666666665	0.6666666666666666	nan	nan	0.6333333333333333	nan	0.6	0.7666666666666666	30	30	30	30	30	30	90	66	10	7	7	0
полость	3.0	0.35307470843702726	0.2012716625944596	0.45325823241017593	0.20365398956002978	0.46746737474784883	0.2383958020989505	0.6389954337899543	0.39513921453665646	0.23182542483860813	0.2777716524758579	0.6801748826831016	0.3721382331329605	0.3721382331329605	0.19450787938857259	0.45220860673180924	0.19623456276681409	0.557022267226668	0.2637451870063769	0.6564349496256906	0.5333333333333333	0.5333333333333333	nan	nan	0.4666666666666667	nan	0.43333333333333335	0.7	30	30	30	30	30	30	90	47	19	11	13	0
полукруг	3.0	-0.01994408806525705	-0.024382248368343573	0.05507994243356207	0.12024382570394831	-0.16618286355349898	-0.1547400611620795	-0.04282966296951196	0.25206654424478236	0.3309755012458103	0.18820067579282718	0.23515314581665403	-0.03476258455127518	-0.03476258455127518	-0.039279042686059196	0.04047800882226394	0.10270162860866286	-0.14209042906118188	-0.16581911049214815	-0.04117027177034024	0.37777777777777777	0.37777777777777777	nan	nan	0.4	nan	0.3666666666666667	0.3666666666666667	30	30	30	30	30	30	90	10	9	30	41	0
помощник	3.0	0.1809952671839744	0.15965862377122408	0.1701332867702694	0.13690352142780804	0.1819950252308864	0.23359381020637793	0.179523484818098	0.45146721389671596	0.39506927055152075	0.5062515153250764	0.4636100033998696	0.18508675147183407	0.18508675147183407	0.19499878345473964	0.15831541223156007	0.157217430898378	0.21395144823868625	0.2212962962962963	0.17674652722082787	0.5444444444444444	0.5444444444444444	nan	nan	0.5666666666666667	nan	0.5666666666666667	0.5	30	30	30	30	30	30	90	4	6	18	62	0
понедельник	3.0	0.16212319105584871	0.3842567949028147	0.3545537010159652	0.4810794075395056	-0.053467062902426976	-0.017231638418079065	-0.05350877192982462	0.8217309587743515	0.8703863022448384	0.8675223493528164	0.7306448237407793	0.16023399559402207	0.16023399559402207	0.49069825761233465	0.3552035132664145	0.5770069148510866	-0.06179680650595114	-0.034482758620689655	-0.06182216944833071	0.8999999999999999	0.9	nan	nan	0.9	nan	0.9333333333333333	0.8666666666666667	30	30	30	30	30	30	90	3	1	1	85	0
поставщик	3.0	0.30473742111053204	0.4043097643097644	0.38524295040043066	0.39107998525617393	0.22708173289568634	0.2674257697318797	0.2667849972744073	0.5083868960607827	0.5642613860710555	0.49129979950995284	0.48500910654381746	0.3050398639702746	0.30503986397027455	0.4110122276575144	0.3797171918964158	0.3784511821550369	0.2759856127735675	0.2605701254559317	0.2760982842998551	0.5888888888888888	0.5888888888888889	nan	nan	0.5666666666666667	nan	0.5666666666666667	0.6333333333333333	30	30	30	30	30	30	90	4	11	16	59	0
поэзия	3.0	-0.13029976770286855	-0.4203972748912417	-0.10785247326455805	-0.2783333333333333	-0.09560018050541519	-0.3357036207540125	0.2896656534954407	0.3319927360790801	0.2187636637867577	0.17707364674854043	0.613264422881148	-0.12499843842695108	-0.12499843842695108	-0.444240524064614	-0.0652852999180944	-0.297112541083283	-0.09677620764234547	-0.3595732599803958	0.2816904857828256	0.5666666666666667	0.5666666666666665	nan	nan	0.5333333333333333	nan	0.4666666666666667	0.7	30	30	30	30	30	30	90	4	0	18	68	0
правда	3.0	0.2672134814320054	0.3884156904195659	0.2141587967820916	0.1695886702072269	0.41056391459004604	0.4155440786170289	0.21613387581129528	0.37085416979445807	0.3109976063933704	0.4920392692044345	0.3187009623643057	0.2647586128681449	0.2647586128681449	0.3925808393322329	0.22933530295892013	0.17319790684287978	0.40150934775058866	0.41009708124330807	0.21098085051824683	0.4222222222222222	0.4222222222222222	nan	nan	0.3666666666666667	nan	0.5	0.4	30	30	30	30	30	30	90	15	16	18	41	0
предательство	3.0	0.11355000484073963	0.042884301376253875	0.06973997720915781	-0.09460333250435204	0.2941981676133272	0.172100465477114	0.22594589481649652	0.40198419619828685	0.29882041193999	0.4319086917854814	0.465370640596907	0.08934341296478605	0.08934341296478605	0.06510606879175838	0.06357927915078228	-0.11275865545295491	0.25681271755829554	0.17590791250946647	0.20488098183784664	0.5222222222222221	0.5222222222222223	nan	nan	0.5	nan	0.5333333333333333	0.5333333333333333	30	30	30	30	30	30	90	2	11	18	59	0
прецедент	3.0	0.00860603543743077	0.11021973360481885	-0.05311759638164992	0.08306103761536432	-0.014830811603534055	0.041529067767457906	-0.112719298245614	0.559735446456314	0.6057487332642103	0.5083996687263794	0.5898162274723338	0.020082517998017226	0.02008251799801723	0.1097496312735765	0.04607639066855195	0.14706707683499065	-0.009960238411119949	0.032157297735329	-0.11897682057626796	0.7333333333333333	0.7333333333333334	nan	nan	0.7666666666666666	nan	0.6666666666666667	0.7666666666666666	30	30	30	30	30	30	90	0	4	10	76	0
пролетарий	3.0	0.46041206145225055	0.4133294415255886	0.3655092085735834	0.26233701233701245	0.5468335472828413	0.6548420522840988	0.4876830180613444	0.6308889208962023	0.4925981168103607	0.7738106715925046	0.6409250955285042	0.4764880652646732	0.4764880652646732	0.42655055864451324	0.35321106607957364	0.27076406094820626	0.6241533153415294	0.6520289107832724	0.506671224062541	0.6	0.6	nan	nan	0.5	nan	0.6666666666666667	0.6333333333333333	30	30	30	30	30	30	90	5	5	19	61	0
промышленность	3.0	0.23532502925726384	0.21546402921252372	0.24068659694358563	0.2663860947864347	0.19855681729362773	0.3015758705413878	0.19165770609318988	0.5145231869256043	0.515056629989125	0.591950125339815	0.4692032679062552	0.2605511090042463	0.2614770135064968	0.29862547978559556	0.22305368079786447	0.27787017897046074	0.19730720595729503	0.32656344424058137	0.17999741730844848	0.5909090909090908	0.5919540229885057	nan	nan	0.6551724137931034	nan	0.6206896551724138	0.5	29	29	30	30	30	29	90	3	2	30	54	0
проникновение	3.0	0.4241176470588235	0.6204458960796215	0.37369955135129884	0.4203756994404477	0.482658870743205	0.6077944525784935	0.24380883417813182	0.4799596564598466	0.4821927608724974	0.6417418892818316	0.32295893679251697	0.42373148928324034	0.4237314892832403	0.646565231389796	0.3753545077904577	0.4212018140570974	0.49665426487500475	0.6063197644150687	0.24367288937755477	0.4222222222222222	0.4222222222222222	nan	nan	0.33333333333333337	nan	0.5666666666666667	0.3666666666666667	30	30	30	30	30	30	90	22	17	18	33	0
прорыв	3.0	0.3071024312871439	0.31703817301268045	0.16926752247526178	0.022404476236813964	0.5382752711048074	0.5159925067647263	0.33876764440884977	0.2650961502081641	-0.034281358964627584	0.5152576918404366	0.28028451715822955	0.2943080523081949	0.2936477355556285	0.316521789822128	0.21692623136945652	0.020995506489930052	0.559907883338001	0.5081920903954803	0.35175560978147513	0.4545454545454545	0.4540229885057471	nan	nan	0.3793103448275862	nan	0.48275862068965514	0.5	29	29	30	30	30	29	90	46	12	11	20	0
путь	3.0	0.32333155797089885	0.22694420262819714	0.2884432498448355	0.026159956087953296	0.601542851471391	0.5049593865975772	0.40087175533281927	0.3188053191302258	0.04499463313170571	0.5143002288724312	0.39074078603005147	0.3733499329540145	0.3733499329540146	0.4337061738023457	0.3202529071216643	0.14853178087282917	0.6149063261926405	0.5739856694816626	0.39753234850755176	0.47777777777777775	0.4777777777777777	nan	nan	0.4	nan	0.5666666666666667	0.4666666666666667	30	30	30	30	30	30	90	45	14	13	18	0
радикал	3.0	0.8645857166708922	0.855041123676679	0.8471895139797452	0.788316430020284	0.911846318036286	0.8672098786173296	0.9306698002350177	0.8155730038176154	0.7232207147000264	0.8238717710931369	0.9013136523471083	0.8669114157916421	0.8661645226823955	0.858551823434507	0.8598745105192243	0.7939786977667826	0.9281876563503125	0.8726237539843107	0.9318911162960934	0.8636363636363636	0.8624521072796935	nan	nan	0.7931034482758621	nan	0.8275862068965517	0.9666666666666667	29	29	30	30	30	29	90	53	1	3	32	0
размышление	3.0	0.14412274986266027	0.34478971219153587	0.034018407030655284	0.2164498353386155	0.19065363536320934	0.2247173010582938	-0.04408153147999849	0.46296879038968997	0.5550871051182298	0.5122163785174694	0.3543735733772915	0.26061480225516587	0.2606148022551659	0.3754620264244154	0.2880013633232899	0.2683571861481476	0.35370763536396765	0.3127484534806086	0.20073876713674157	0.5222222222222223	0.5222222222222223	nan	nan	0.6666666666666667	nan	0.43333333333333335	0.4666666666666667	30	30	30	30	30	30	90	2	3	28	57	0
ранец	3.0	0.23639912395765172	0.32705194021912054	0.28683848524529454	-0.1094598668008897	0.6019867549668874	0.3864759860315349	0.33634667283522246	0.47952402354839263	0.2987205336706844	0.5749248277304189	0.5520874100208073	0.18894410206734943	0.18742780160312933	0.34656424247181256	0.2893134371948819	-0.1342912444842158	0.6366579937055746	0.3757124068391056	0.32086224245449824	0.6477272727272726	0.6471264367816092	nan	nan	0.5517241379310345	nan	0.6896551724137931	0.7	29	29	30	30	30	29	90	8	2	13	66	0
расчет	3.0	0.4275397452960248	0.5467747886241353	0.477469895583318	0.47286155058097545	0.47989356779268855	0.454330202669303	0.3743406593406594	0.4245625521258325	0.49205856736959064	0.4625882899985093	0.33659846357485257	0.4344262578790542	0.43442625787905426	0.5724934637029202	0.47959988620982313	0.4878925651025691	0.48052219797510826	0.44943460853224576	0.36595160000234783	0.5222222222222221	0.5222222222222221	nan	nan	0.5333333333333333	nan	0.5	0.5333333333333333	30	30	30	30	30	30	90	47	17	9	17	0
риторика	3.0	0.1115022345890263	-0.018670026798232264	0.13463575379545722	-0.0024984407021295674	0.186027244624564	0.10704757630481321	0.2440008479366873	0.3048921347346142	0.19389765223451128	0.3553069238092884	0.3825982992960002	0.10963087329205776	0.10963087329205777	-0.04505651252755113	0.17077252899382553	-0.011187653584512552	0.1934181749639912	0.098114053885878	0.24196621957480785	0.26436781609195403	0.26436781609195403	nan	nan	0.27586206896551724	nan	0.3448275862068966	0.1724137931034483	29	29	29	29	29	29	87	14	11	27	35	0
роспись	3.0	0.7006231002194994	0.712689747418191	0.6432699454248159	0.7126160999321476	0.664367871177993	0.7139217619986851	0.6717937848117662	0.7006703416071761	0.710657568428127	0.7173766141866643	0.673176579878591	0.7115805967381279	0.7115805967381279	0.7334656836107156	0.6848672212566715	0.7351205946354792	0.6859976885271221	0.7328274223343207	0.6667937732445838	0.6666666666666666	0.6666666666666666	nan	nan	0.7	nan	0.6333333333333333	0.6666666666666667	30	30	30	30	30	30	90	21	8	12	49	0
сверстник	3.0	0.044288119288119376	0.13824185453676407	0.12905880791185442	0.2591919191919192	-0.11261515070208383	-0.07256503327283736	-0.07261904761904758	0.7108672768352138	0.7578231454066233	0.6835120989512237	0.6955873599425997	0.022883609230464466	0.02288360923046448	0.12902309048242352	0.12868133869857473	0.24660931201026406	-0.11894535771162255	-0.08892438440605646	-0.08903409991281418	0.8444444444444444	0.8444444444444444	nan	nan	0.8666666666666667	nan	0.8333333333333334	0.8333333333333334	30	30	30	30	30	30	90	2	0	6	82	0
связка	3.0	0.5466592332103954	0.5624589613107757	0.5758077415227127	0.44866185780314505	0.7417285994006859	0.5744663098799719	0.6134196161296003	0.5247350458809272	0.4202900012271199	0.5347815343430686	0.6128334431472886	0.5430916851388515	0.5422408633341057	0.5551870515352405	0.5849000440372889	0.4436363636363636	0.7302754767349666	0.5659730442142096	0.6171131821517438	0.6022727272727273	0.6022988505747127	nan	nan	0.5862068965517242	nan	0.6206896551724138	0.6	29	29	30	30	30	29	90	53	3	16	17	0
собрат	3.0	0.054323046308312084	0.2171198950147456	-0.016525487176196396	0.13120777492265856	0.08016978193146418	0.14030641529427346	-0.09472222222222215	0.3122929651367311	0.3640539799383271	0.3779105632136365	0.22349942481363738	0.07078376976306938	0.07233092417724903	0.26075019052616594	0.058322695791557036	0.13412650062828413	0.08263221420038339	0.1466849361740231	-0.06381866427056013	0.43181818181818177	0.432183908045977	nan	nan	0.5172413793103448	nan	0.3793103448275862	0.4	29	29	30	30	30	29	90	4	15	18	52	0
совершенство	3.0	0.1329700978541074	0.2085475065726038	0.12269512320857812	0.08490590832632472	0.13730668133749002	0.2699708261762037	0.0849162861491628	0.29165313690139194	0.25360723646369043	0.3815101133726867	0.27256548212577403	0.1207277503814665	0.12144913024789139	0.20310257794144074	0.10052045776619489	0.05083260297984224	0.13094837961813954	0.25554708576132873	0.057967702002503174	0.37499999999999994	0.3758620689655172	nan	nan	0.31034482758620685	nan	0.5172413793103448	0.30000000000000004	29	29	30	30	30	29	90	11	11	19	48	0
советчик	3.0	0.019485102221343253	-0.1704748338081672	0.06495776255707741	-0.037083689707902545	-0.06465080529644007	-0.12055043784828867	0.26060040856203925	0.305779422168609	0.24274212342043866	0.17984898625088053	0.5154557554914331	0.03907400970496068	0.03907400970496067	-0.1867209623053449	0.07396891768777468	-0.04583136929759637	0.023643574794987996	-0.11144114601495764	0.27449454442743604	0.5111111111111111	0.5111111111111112	nan	nan	0.43333333333333335	nan	0.5	0.6	30	30	30	30	30	30	90	7	4	17	62	0
союзник	3.0	0.04257575757575771	-0.032019111860595695	0.05233799646245374	-0.025740262931564173	0.04507343643614414	-0.016495018847603626	0.18855683412157542	0.35230706578575643	0.26598793010778976	0.353309297128397	0.4537749798843209	0.053034617696116525	0.05303461769611653	-0.009853669207977684	0.08389525671971056	-0.017855947186426045	0.07734199684674946	-0.03516750864242219	0.21212730891719783	0.4444444444444444	0.4444444444444445	nan	nan	0.33333333333333337	nan	0.4666666666666667	0.5333333333333333	30	30	30	30	30	30	90	3	8	22	57	0
список	3.0	0.23025850058914676	0.3629742806213395	0.31836315772979407	0.4344271936015055	0.1581061224489797	0.15592005083749982	0.10755837146544633	0.4115532064238444	0.5632669812454956	0.36060142579401877	0.3191407733270438	0.22055376364958001	0.22055376364958004	0.3766749929385133	0.30782761282706844	0.42608433852884664	0.14538336572728927	0.1419729733305785	0.093603979089315	0.5111111111111111	0.5111111111111111	nan	nan	0.6333333333333333	nan	0.43333333333333335	0.4666666666666667	30	30	30	30	30	30	90	8	9	20	53	0
спутник	3.0	0.8266150326077647	0.8243449083936941	0.7827507193861238	0.7505226968479981	0.8625528930314519	0.8984273633724599	0.836391784561926	0.7849032732608101	0.6944351606148254	0.8684686776921311	0.8034869380900352	0.8316699711885795	0.8316699711885795	0.8362030835163939	0.7844913970608616	0.7595373263501969	0.8808754677131334	0.8990294849823852	0.8364431022331567	0.7888888888888889	0.7888888888888889	nan	nan	0.7333333333333334	nan	0.8666666666666667	0.7666666666666666	30	30	30	30	30	30	90	55	4	5	26	0
ссылка	3.0	0.8281509264049357	0.9459818609723897	0.8727816026008797	0.9095687070882893	0.8435013262599469	0.8418999513866657	0.7410459864760337	0.7957082518040728	0.8954420201798418	0.8136427173552384	0.6814783061554894	0.8303480340516736	0.8303480340516737	0.9469401450477563	0.8780477064609528	0.9137572733058719	0.8426002056257799	0.8385196750058292	0.7387671538433196	0.7777777777777778	0.7777777777777778	nan	nan	0.8333333333333334	nan	0.7	0.8	30	30	30	30	30	30	90	54	2	10	24	0
стена	3.0	0.2866356916530248	0.4585348144921223	0.18204457172954114	0.25029825548677553	0.40033329180164456	0.4858529264632315	0.12622650160476845	0.3758580476162243	0.3616492277086597	0.5542832452443438	0.22139790847246654	0.2887318220997271	0.2887318220997271	0.48475860340784677	0.21225825568720808	0.24174312387267247	0.41359235357334195	0.49570029836192897	0.1287520440645798	0.47777777777777775	0.4777777777777778	nan	nan	0.5	nan	0.5666666666666667	0.3666666666666667	30	30	30	30	30	30	90	14	9	15	52	0
стипендия	3.0	0.11428532112350864	0.217387678465908	0.2684601047180012	0.17962717746860402	0.18609870240374382	0.03711922706786985	0.12875647668393786	0.5155850061091256	0.5525346053704006	0.46307190217865013	0.5253155086060963	0.10368955680012633	0.10346975994656708	0.2115007785062812	0.2894902952049074	0.1674734613258089	0.18151006631343244	0.020123935454109964	0.12281188305978236	0.6477272727272727	0.6475095785440613	nan	nan	0.6206896551724138	nan	0.6551724137931034	0.6666666666666667	29	29	30	30	30	29	90	1	3	16	69	0
стол	3.0	0.48125650698847555	0.5574109478768363	0.6931557678973825	0.6166246518774608	0.46487482249281586	0.32320256506978506	0.5035598705501618	0.5156797677277052	0.6290571749161536	0.3934602699355011	0.5358175072689212	0.4835973181817899	0.4835973181817899	0.5726187724006094	0.6916976112596671	0.6303314922686613	0.47990228513370137	0.3115472585396377	0.5089132037370708	0.611111111111111	0.6111111111111112	nan	nan	0.6	nan	0.6	0.6333333333333333	30	30	30	30	30	30	90	18	4	13	55	0
тачка	3.0	0.48986693385963775	0.6217636259323006	0.5971410375572308	0.4946855943465356	0.5629053792909596	0.49849164026071047	0.48793182563094073	0.37369607419595197	0.39405961342114637	0.3623224981090132	0.3804673084093386	0.4917864386311063	0.4917864386311064	0.6053647134033154	0.6134102552330013	0.4928208575662837	0.5837716024358904	0.49540880424137285	0.4871296540856626	0.6777777777777778	0.6777777777777777	nan	nan	0.6666666666666667	nan	0.7	0.6666666666666667	30	30	30	30	30	30	90	57	6	2	25	0
тупик	3.0	0.27838444098880866	0.3219719973572339	0.3182572162910241	0.323502722323049	0.3055697516178615	0.24271574746059466	0.2528451468210504	0.3192501118729697	0.3482114362867782	0.3090508318173313	0.2908569521310499	0.2642128864951177	0.2644741985370551	0.3050297150570929	0.35525271475502324	0.32233602907112724	0.30750554288160664	0.22960782769347657	0.24147873884656157	0.38636363636363635	0.38659003831417627	nan	nan	0.3448275862068966	nan	0.4482758620689655	0.3666666666666667	29	29	30	30	30	29	90	21	12	17	39	0
увольнение	3.0	0.47432141932141936	0.7183748789106736	0.4811749331923765	0.48985858585858577	0.5887073471295627	0.6198919529108209	0.3120717421892216	0.6382638598373087	0.6677427826727717	0.7228463691529973	0.528978179950776	0.466645845626117	0.46664584562611705	0.7223612709758227	0.4888340517586005	0.4871762932868765	0.586093127957644	0.6127612435914744	0.3	0.7333333333333334	0.7333333333333334	nan	nan	0.7333333333333334	nan	0.7333333333333334	0.7333333333333334	30	30	30	30	30	30	90	10	0	12	68	0
углеводород	3.0	0.2938179109709078	0.2959275284541937	0.2778851737693201	0.13230547235101842	0.49111058276536157	0.4259129230693821	0.3079732846765587	0.43553718560951293	0.3342422751270445	0.5430061954888086	0.4375798261693735	0.31140455678965695	0.3114045567896569	0.3915939922629938	0.2791650058077205	0.13746055399460738	0.5108339949376538	0.4878071678825672	0.3089459484917962	0.5222222222222221	0.5222222222222221	nan	nan	0.5333333333333333	nan	0.6	0.43333333333333335	30	30	30	30	30	30	90	10	8	16	56	0
удобство	3.0	0.29471620262229115	0.45881545917242683	0.2776318477658114	0.2973390174304672	0.3638990680093488	0.4042027901799772	0.18384533251982926	0.36548646226470904	0.38963122005648443	0.49211926271730566	0.19031976052157962	0.29609334710001406	0.2977428626454057	0.46214055756702216	0.2851685927070015	0.33399813221104735	0.35411149894083116	0.4066449610742278	0.15258549465094204	0.4204545454545454	0.42107279693486593	nan	nan	0.3793103448275862	nan	0.5172413793103448	0.3666666666666667	29	29	30	30	30	29	90	30	14	22	23	0
уклад	3.0	0.2501912509092358	0.28469242734526257	0.14343950939337768	0.1336104006820119	0.4095842818428185	0.47406115117210734	0.14802238805970147	0.4593633356749125	0.38454653262952787	0.6199414589642936	0.3876221056613073	0.25371497914211905	0.2537149791421191	0.39865633165233677	0.13238204033052975	0.12441121537497773	0.3861445742192619	0.5092509294537153	0.12748279259766418	0.5	0.5	nan	nan	0.4666666666666667	nan	0.6	0.43333333333333335	30	30	30	30	30	30	90	6	7	20	57	0
университет	3.0	0.371266421873947	0.3669771924188885	0.4056174558960075	0.3598972021095913	0.24446914002393572	0.33276848379963464	0.4302070888092393	0.6782765752249196	0.6136644960019612	0.6904556920732036	0.7454672834085695	0.4294999418463473	0.4294999418463474	0.3528533872068508	0.4034465698010836	0.3410651559844087	0.4607952446765937	0.4171437095925061	0.5302909599621274	0.7666666666666666	0.7666666666666666	nan	nan	0.7	nan	0.8	0.8	30	30	30	30	30	30	90	4	4	7	75	0
установление	3.0	0.46268588396263277	0.6379231210556512	0.4310470751629226	0.49161486898232776	0.4910848873348873	0.6074515221284216	0.295861035067136	0.49497276486265884	0.5276264172853571	0.6285344454354853	0.3388158323633106	0.4690499427941426	0.46904994279414264	0.6808277090243676	0.43816119201327564	0.5044865688317492	0.49980842026845607	0.6168433835829267	0.285819875967752	0.45555555555555555	0.45555555555555555	nan	nan	0.4666666666666667	nan	0.5	0.4	30	30	30	30	30	30	90	35	17	17	21	0
фаворит	3.0	0.1961561307794184	0.32475000720440317	0.3090550423402618	0.39478523604460913	0.09459226233280593	0.11851063187145083	0.054418199033238523	0.26662225107454507	0.42673840125413853	0.19513183008195167	0.17367296568750712	0.17859159912646752	0.17859159912646758	0.3226009394389366	0.3225236538419986	0.39440539355362597	0.10921416299452553	0.10394580960762478	0.03742359421815189	0.3222222222222222	0.32222222222222224	nan	nan	0.4	nan	0.33333333333333337	0.23333333333333328	30	30	30	30	30	30	90	28	13	22	27	0
формат	3.0	0.49710994117838225	0.6095802029588953	0.6028079903319827	0.7126878203031295	0.4019389751356809	0.3750514321042926	0.42241428735236786	0.48470054527467443	0.7143656487449612	0.3479702256685535	0.4067435211874787	0.51557803859547	0.51557803859547	0.624517786317687	0.677076077327146	0.7534585217810751	0.40669836357831535	0.37336989620820754	0.4199056977971276	0.5	0.5	nan	nan	0.6	nan	0.43333333333333335	0.4666666666666667	30	30	30	30	30	30	90	47	12	13	18	0
формула	3.0	0.16158761644679343	0.1454644524649823	0.16282637451115722	0.0684632416253228	0.24725904486251804	0.21078526050037583	0.1699457504520795	0.3148258561126228	0.2914232353807097	0.40282443192660355	0.24342803813163716	0.1396072413112535	0.13916139565428362	0.16342506152062933	0.17718740872298544	0.05312495935072157	0.2580390481432002	0.1859634141444942	0.17839581346763506	0.375	0.37471264367816093	nan	nan	0.3793103448275862	nan	0.3448275862068966	0.4	29	29	30	30	30	29	90	29	24	19	17	0
хозяйка	3.0	0.44816614188039317	0.5348793796668581	0.38971241012816504	0.33423884990060737	0.537051350530472	0.6069054225922073	0.4111348721430187	0.5660063415433849	0.46102100512330624	0.6983528068568382	0.5410613374390221	0.4516874355752669	0.4516874355752669	0.550261788106822	0.3733881478762968	0.3259553385412353	0.5854710232786465	0.611380292198798	0.4177266759857675	0.5888888888888888	0.5888888888888889	nan	nan	0.5	nan	0.6333333333333333	0.6333333333333333	30	30	30	30	30	30	90	10	9	22	49	0
хор	3.0	0.8433996819693275	0.8036383033104781	0.8771206944941787	0.7950759629326105	0.8874008657002586	0.8109493849421103	0.933725754609641	0.8367940827267991	0.784176998620308	0.80227675157474	0.9320828396249895	0.8544065723466321	0.8544065723466322	0.8083294481925589	0.8864306931035792	0.8123559138668326	0.8905715873121817	0.814471565921811	0.9363922372512528	0.689655172413793	0.689655172413793	nan	nan	0.6551724137931034	nan	0.6551724137931034	0.7586206896551724	29	29	29	29	29	29	87	22	12	8	45	0
хрен	3.0	0.7194460039924429	0.7217799934619156	0.856113359053982	0.7385399213540775	0.7534686998224178	0.6341883324608852	0.7903167321974661	0.6437148741726135	0.6609313030142414	0.535175886076622	0.7415162615763513	0.7323520666432752	0.7323520666432753	0.7672297976830854	0.8697357697155949	0.7644195475497914	0.751709728531442	0.6387871895608751	0.7938494628191592	0.7	0.7000000000000001	nan	nan	0.7	nan	0.6666666666666667	0.7333333333333334	30	30	30	30	30	30	90	46	6	6	32	0
цензура	3.0	0.12046905585130696	0.2609541775499017	0.2508257669780304	0.16405452373194318	0.19533163098278006	0.11126960040465339	0.08146294838637136	0.4111169200090109	0.4102274173755447	0.39356981895600485	0.43431328168055217	0.11228512771409771	0.11228512771409772	0.22799465955906645	0.24274842861648865	0.15188029796242788	0.22962015611261466	0.10610166585658462	0.07887341932328068	0.4666666666666666	0.4666666666666666	nan	nan	0.43333333333333335	nan	0.5	0.4666666666666667	30	30	30	30	30	30	90	3	7	25	55	0
центр	3.0	0.3422390572390571	0.2923514757649607	0.5909675415437179	0.33027027027027034	0.4817762933606069	0.17559668574153564	0.5556635286972367	0.3628542605996533	0.3469469908811952	0.1857957911281236	0.5831931918981507	0.3395795924683508	0.33957959246835084	0.2909878728554057	0.5949265615304129	0.3172982518304605	0.48320073324482904	0.15344169558209012	0.5479988299925018	0.5333333333333333	0.5333333333333333	nan	nan	0.5666666666666667	nan	0.4666666666666667	0.5666666666666667	30	30	30	30	30	30	90	52	14	11	13	0
цифра	3.0	0.2607081002796128	0.38195644979169097	0.27249817995789294	0.3673659673659674	0.2184470241061569	0.3185891998869098	0.10294310946806329	0.3019114536669567	0.421234380321002	0.34341784385262375	0.15161961831373139	0.27352821619630413	0.27352821619630413	0.46190531480061775	0.2858419017469315	0.35320219622541715	0.23813840691565738	0.35459964707445185	0.11278280528904343	0.3888888888888889	0.3888888888888889	nan	nan	0.5	nan	0.4	0.2666666666666667	30	30	30	30	30	30	90	21	10	18	41	0
